"order_id";"customer_name";"email";"city";"product_category";"order_date";"quantity";"unit_price";"discount_pct";"revenue";"customer_age";"customer_rating";"sales_rep";"payment_method";"rating_grade";"updated_quantity"
21;"John Jones";"theresa81@example.com";"Enugu";"Fashion";"2024-08-17";5;566.27;0;4798.64;31;4;"Aisha";"Card";"Good";8.47
189;"Christopher Phillips";"croberts@example.com";"Lagos";"Other";"2026-05-17";10;485.61;20;3059.38;32;1;"No Rep";"Unspecified";"Poor";7.88
91;"Mia Hernandez";"greendustin@example.com";"Abuja";"Other";"2025-04-21";2;757.97;0;3901.57;36;5;"No Rep";"Mobile Money";"Excellent";5.15
155;"Brian Frederick";"atucker@example.org";"Abuja";"Electronics";"2025-12-01";3;170.72;15;1272.15;0;2;"Ahmed";"Unspecified";"Fair";8.77
22;"Nicholas Miller";"emily95@example.net";"Abuja";"Office Supplies";"2023-07-01";4;746.99;0;1563.23;20;1;"John";"Cash";"Poor";2.09
23;"Cindy Mathews";"barbermorgan@example.org";"Lagos";"Food";"2025-06-26";4;625.57;15;3990.46;46;5;"David";"Cash";"Excellent";7.51
24;"Brandon Miller";"cooperrebecca@example.com";"Port Harcourt";"Fashion";"2024-04-07";0;851.86;5;2516.8;25;3;"Chioma";"Card";"Average";3.11
156;"Taylor Pearson";"tonyagibson@example.com";"Port Harcourt";"Food";"2026-06-04";0;233.92;5;1480.48;57;3;"Aisha";"Cash";"Average";6.66
190;"Makayla Payne";"michaelgordon@example.com";"Abuja";"Food";"2023-10-02";2;160.49;0;1044.87;59;2;"Chioma";"Transfer";"Fair";6.51
92;"Charlotte Bailey";"craig15@example.org";"Enugu";"Furniture";"2025-01-18";3;392.5;15;315.22;33;2;"No Rep";"Transfer";"Fair";0.95
25;"Patrick Butler";"lparker@example.com";"Ibadan";"Other";"2024-10-23";2;915.62;0;338.62;69;5;"Mary";"Mobile Money";"Excellent";0.37
26;"Christopher Moreno";"gmcdonald@example.org";"Abuja";"Fashion";"2024-05-28";2;687.5;5;1127.96;31;3;"No Rep";"Cash";"Average";1.73
157;"Monica Medina";"leslie19@example.com";"Unknown location";"Food";"2025-04-21";3;296.38;0;2244.97;63;5;"Chioma";"Mobile Money";"Excellent";7.58
27;"Michelle Simmons";"calhounbarry@example.com";"Abuja";"Electronics";"2024-09-13";2;836.38;0;847.63;44;2;"Chioma";"Mobile Money";"Fair";1.01
158;"Mackenzie Long";"fcarter@example.com";"Abuja";"Fashion";"2025-03-15";4;825.38;0;3106.82;64;5;"Aisha";"Card";"Excellent";3.76
93;"Dana Smith";"tperkins@example.org";"Unknown location";"Other";"2025-12-04";4;253.79;0;3093.31;52;4;"No Rep";"Card";"Good";12.19
28;"Jean Beasley";"smosley@example.net";"Port Harcourt";"Office Supplies";"2024-02-12";5;318.67;15;4741.66;34;2;"John";"Transfer";"Fair";17.51
159;"Audrey Crawford";"erica40@example.net";"Ibadan";"Other";"2024-12-15";3;639.19;10;524.11;19;2;"No Rep";"Card";"Fair";0.91
29;"Victor Roberts";"nguyenamanda@example.com";"Abuja";"Food";"2023-12-05";5;452.8;0;1675.31;39;2;"Aisha";"Unspecified";"Fair";3.7
94;"Michael Trevino";"williamhoward@example.org";"Enugu";"Electronics";"2023-11-07";0;911.19;0;1416.22;0;3;"David";"Card";"Average";1.55
160;"Jessica Peters";"kayla59@example.net";"Lagos";"Furniture";"2025-06-04";1;283.96;5;3878.49;62;4;"Ahmed";"Cash";"Good";14.38
95;"Matthew Burgess";"sydneyyoung@example.org";"Lagos";"Furniture";"2026-04-08";0;27.37;20;2653.38;41;2;"No Rep";"Cash";"Fair";121.18
161;"";"jwood@example.com";"Port Harcourt";"Furniture";"2023-07-08";3;318.1;0;4481.44;67;4;"Aisha";"Mobile Money";"Good";14.09
96;"Sara Hernandez";"mdennis@example.net";"Kano";"Fashion";"2025-01-28";2;268.52;0;3110.35;46;0;"Mary";"Mobile Money";"No Rating";11.58
97;"Kelsey Ortiz";"josephmorris@example.org";"Lagos";"Fashion";"2026-02-07";3;48.58;5;997.41;27;4;"Mary";"Transfer";"Good";21.61
30;"Kristine Sloan";"mary31@example.org";"Abuja";"Electronics";"2026-03-01";10;238.52;0;1370.36;36;0;"John";"Card";"No Rating";5.75
162;"Jennifer Weeks";"jpayne@example.org";"Lagos";"Other";"2024-10-23";10;415.27;0;781.61;51;1;"No Rep";"Card";"Poor";1.88
163;"Sophia Davis";"cynthiaschroeder@example.com";"Port Harcourt";"Fashion";"2025-12-06";2;489.36;0;157.52;50;2;"Aisha";"Card";"Fair";0.32
191;"Dana Vaughan";"sylvia43@example.net";"Port Harcourt";"Office Supplies";"2025-10-16";1;785.32;0;4324.1;26;5;"David";"Unspecified";"Excellent";5.51
164;"Robert Carter";"fpowell@example.com";"Lagos";"Electronics";"2024-04-26";10;129.68;0;4010.98;43;5;"Mary";"Card";"Excellent";30.93
98;"John Murphy";"kristin60@example.net";"Lagos";"Other";"2025-04-07";4;676.95;5;3809.9;35;5;"No Rep";"Cash";"Excellent";5.92
31;"Richard Todd";"andrew22@example.net";"Lagos";"Office Supplies";"2026-01-02";10;161.99;5;451.38;52;4;"Mary";"Mobile Money";"Good";2.93
165;"Karen Ramos";"robertgutierrez@example.net";"Enugu";"Other";"2023-06-24";5;455.02;0;2426.46;41;4;"No Rep";"Mobile Money";"Good";5.33
99;"Carl Flores";"kevinlewis@example.com";"Ibadan";"Food";"2024-10-23";4;149.37;0;2209.71;24;3;"David";"Cash";"Average";14.79
32;"Alison Humphrey";"zshort@example.org";"Kano";"Furniture";"2025-05-19";4;397.74;10;3060.82;51;0;"Ahmed";"Mobile Money";"No Rating";8.55
100;"Angela Solis";"tlambert@example.net";"Kano";"Fashion";"2023-11-21";4;481.44;10;4406.77;58;5;"Ahmed";"Card";"Excellent";10.17
166;"John Garcia";"ele@example.com";"Lagos";"Fashion";"2025-10-12";10;937.39;0;1539.33;60;0;"John";"Unspecified";"No Rating";1.64
167;"Rachel Owens";"williamschristopher@example.net";"Ibadan";"Electronics";"2023-06-22";1;399.92;0;2735.9;48;4;"No Rep";"Cash";"Good";6.84
101;"Sheri Jones";"wrodriguez@example.com";"Ibadan";"Office Supplies";"2025-10-31";5;59.51;15;4016.53;48;2;"Aisha";"Transfer";"Fair";79.4
102;"";"taylordiane@example.net";"Abuja";"Other";"2025-03-09";0;680.54;0;2327.38;0;2;"John";"Unspecified";"Fair";3.42
168;"Evan Chambers";"gloria10@example.net";"Abuja";"Food";"2024-12-14";4;934.41;15;3464.61;44;4;"Mary";"Card";"Good";4.36
192;"Michael Fuentes";"bbrown@example.net";"Ibadan";"Furniture";"2024-07-30";3;807.0;0;1727.56;25;4;"David";"Unspecified";"Good";2.14
169;"Bryan Matthews";"shawncalhoun@example.net";"Unknown location";"Electronics";"2025-07-24";3;928.85;0;1933.88;53;3;"No Rep";"Card";"Average";2.08
33;"Nina Anderson";"dustinjones@example.net";"Enugu";"Office Supplies";"2025-11-17";4;530.12;0;2910.24;58;4;"No Rep";"Card";"Good";5.49
103;"Sherry Bowen";"ejones@example.org";"Abuja";"Furniture";"2025-07-19";10;398.38;10;3611.79;28;5;"No Rep";"Transfer";"Excellent";10.07
34;"William Gonzalez";"samantharice@example.net";"Enugu";"Food";"2023-11-13";2;636.07;0;2684.5;0;3;"Aisha";"Cash";"Average";4.22
193;"Danielle Snow";"";"Unknown location";"Fashion";"2025-07-29";10;372.69;0;4032.86;43;2;"No Rep";"Transfer";"Fair";10.82
35;"Kerry Wright";"debbie81@example.com";"Lagos";"Electronics";"2026-02-04";1;575.37;0;4514.66;66;4;"Aisha";"Unspecified";"Good";7.85
104;"";"oreynolds@example.org";"Abuja";"Office Supplies";"2023-10-12";5;221.82;10;1634.8;24;2;"Chioma";"Mobile Money";"Fair";8.19
105;"William Ryan";"";"Kano";"Electronics";"2024-03-16";2;760.0;0;4075.55;44;0;"David";"Card";"No Rating";5.36
170;"Barry Roth";"stewartjacqueline@example.com";"Port Harcourt";"Other";"2026-04-25";10;926.83;0;79.2;0;4;"No Rep";"Unspecified";"Good";0.09
36;"Joseph Carter";"wattsjames@example.com";"Kano";"Food";"2024-02-10";1;217.89;10;3706.71;31;2;"Aisha";"Cash";"Fair";18.9
37;"Katelyn Wright";"hodgekristine@example.com";"Ibadan";"Food";"2025-11-11";1;893.35;0;3452.29;51;0;"No Rep";"Cash";"No Rating";3.86
171;"Erica Bradford";"shannonscott@example.com";"Lagos";"Food";"2025-10-15";5;241.96;20;2864.15;26;4;"David";"Unspecified";"Good";14.8
38;"Alexandra Nelson";"christine75@example.net";"Lagos";"Office Supplies";"2025-04-17";10;850.2;0;79.55;44;4;"Chioma";"Unspecified";"Good";0.09
106;"William Rice";"josephstuart@example.org";"Lagos";"Electronics";"2026-04-17";1;878.44;10;3743.3;24;3;"David";"Transfer";"Average";4.74
39;"Ashley Perez";"moranchristina@example.com";"Lagos";"Office Supplies";"2023-09-14";5;193.38;5;1557.74;58;5;"David";"Card";"Excellent";8.48
40;"Cassandra Hopkins";"ljones@example.com";"Lagos";"Food";"2024-06-16";5;549.35;0;3500.3;36;3;"No Rep";"Card";"Average";6.37
172;"Deanna Gray";"sharonallen@example.net";"Kano";"Office Supplies";"2026-05-26";4;882.26;20;1002.58;60;1;"No Rep";"Card";"Poor";1.42
107;"";"usandoval@example.com";"Ibadan";"Electronics";"2023-09-23";5;394.47;10;700.25;0;5;"No Rep";"Mobile Money";"Excellent";1.97
194;"Tricia Jones";"russodaniel@example.com";"Lagos";"Other";"2025-10-14";1;992.0;15;317.36;31;0;"John";"Transfer";"No Rating";0.38
108;"Michael Taylor";"aadams@example.net";"Abuja";"Electronics";"2025-07-27";0;805.75;0;3629.26;18;3;"Mary";"Card";"Average";4.5
173;"Megan Mccarty";"smithdavid@example.org";"Enugu";"Food";"2025-06-24";2;812.55;5;1820.57;44;3;"Ahmed";"Mobile Money";"Average";2.36
41;"Kevin Briggs";"priscillasaunders@example.org";"Abuja";"Furniture";"2026-03-30";1;351.99;20;3440.74;56;0;"Mary";"Transfer";"No Rating";12.22
174;"Benjamin Gonzalez MD";"xsampson@example.org";"Port Harcourt";"Electronics";"2024-04-04";3;742.49;0;1159.56;41;1;"John";"Mobile Money";"Poor";1.56
42;"Amy Burton";"jmartinez@example.com";"Lagos";"Fashion";"2023-12-05";5;198.76;0;2288.78;62;0;"Aisha";"Card";"No Rating";11.52
109;"Jose Roberts";"brian36@example.net";"Enugu";"Office Supplies";"2024-10-29";3;721.02;0;540.31;25;3;"David";"Transfer";"Average";0.75
175;"Elizabeth Herrera";"";"Abuja";"Electronics";"2025-04-06";5;880.35;0;4805.77;58;5;"Aisha";"Mobile Money";"Excellent";5.46
43;"Bruce Duke";"amanda87@example.org";"Unknown location";"Food";"2024-01-08";0;712.06;0;3192.14;54;3;"No Rep";"Card";"Average";4.48
110;"Bianca Lowery";"stephaniemahoney@example.net";"Port Harcourt";"Other";"2025-01-04";4;189.76;15;786.33;41;1;"David";"Cash";"Poor";4.88
176;"Dillon Odom";"josezimmerman@example.com";"Ibadan";"Fashion";"2026-05-06";1;219.79;15;1071.47;34;3;"Chioma";"Unspecified";"Average";5.74
177;"Annette Johnson";"";"Abuja";"Furniture";"2025-10-02";0;100.58;0;2997.1;44;4;"Ahmed";"Card";"Good";29.8
111;"Erin Solis";"nicholas37@example.org";"Abuja";"Electronics";"2024-12-12";4;103.59;10;644.05;20;1;"Mary";"Transfer";"Poor";6.91
112;"Daniel Allison";"hannah69@example.org";"Kano";"Furniture";"2025-10-11";4;26.77;0;3618.25;41;5;"Mary";"Card";"Excellent";135.16
178;"Bryan Saunders";"dawsoncrystal@example.com";"Lagos";"Furniture";"2026-04-09";10;270.11;0;4806.79;60;2;"Aisha";"Mobile Money";"Fair";17.8
113;"William Smith";"julie33@example.net";"Port Harcourt";"Electronics";"2025-05-03";3;851.56;0;2100.48;32;1;"Chioma";"Unspecified";"Poor";2.47
179;"Paul Phillips";"andersonamanda@example.com";"Enugu";"Electronics";"2025-10-04";0;215.41;20;1381.49;29;4;"Mary";"Transfer";"Good";8.02
44;"Vanessa Buckley";"michael44@example.net";"Abuja";"Fashion";"2023-08-18";0;808.15;20;2273.02;18;5;"Ahmed";"Card";"Excellent";3.52
114;"Dana Navarro";"hallcathy@example.com";"Lagos";"Other";"2024-10-29";3;993.53;0;1107.53;25;3;"Mary";"Transfer";"Average";1.12
115;"Amy Rogers";"kevin65@example.com";"Kano";"Electronics";"2024-08-09";3;103.66;15;4457.29;60;5;"John";"Transfer";"Excellent";50.59
45;"Andrea Hart";"brandonhamilton@example.net";"Kano";"Fashion";"2024-11-19";3;108.37;0;1331.09;53;1;"No Rep";"Cash";"Poor";12.28
46;"Sharon Holland";"rebekahsmith@example.net";"Unknown location";"Electronics";"2024-10-12";5;421.16;5;1306.16;39;2;"No Rep";"Card";"Fair";3.27
47;"Alicia Bishop";"hjames@example.com";"Port Harcourt";"Fashion";"2024-09-21";3;751.45;0;1584.2;0;1;"Ahmed";"Card";"Poor";2.11
48;"Amy Franco";"vdean@example.com";"Lagos";"Fashion";"2026-06-07";5;902.09;15;4552.87;67;1;"Ahmed";"Mobile Money";"Poor";5.94
49;"Kathryn Quinn";"matthew54@example.com";"Lagos";"Furniture";"2026-04-10";1;200.23;10;501.77;33;5;"Mary";"Mobile Money";"Excellent";2.78
50;"";"olsontonya@example.org";"Kano";"Electronics";"2024-09-12";0;673.32;20;474.72;64;5;"Ahmed";"Card";"Excellent";0.88
51;"Sarah Miller";"victor44@example.com";"Abuja";"Food";"2025-10-26";2;981.13;0;1740.59;46;0;"No Rep";"Unspecified";"No Rating";1.77
52;"Diana Moore";"bakerjessica@example.com";"Abuja";"Electronics";"2024-02-02";0;547.71;20;990.84;51;0;"John";"Transfer";"No Rating";2.26
53;"Brian Salazar";"";"Lagos";"Furniture";"2024-12-05";4;762.01;5;1892.03;69;5;"Mary";"Cash";"Excellent";2.61
195;"Jenna Wilson";"vleon@example.com";"Unknown location";"Food";"2025-02-19";10;490.91;0;2843.68;63;3;"Chioma";"Card";"Average";5.79
196;"Jonathan Gibson";"";"Port Harcourt";"Food";"2025-03-09";0;138.25;0;3206.75;22;5;"Aisha";"Unspecified";"Excellent";23.2
180;"Troy Bowman DDS";"fwilliams@example.org";"Enugu";"Food";"2025-06-01";1;609.1;0;2069.42;50;2;"Aisha";"Transfer";"Fair";3.4
116;"Cassie Mason";"morenostephanie@example.net";"Enugu";"Fashion";"2023-09-24";3;980.74;0;704.89;64;1;"John";"Cash";"Poor";0.72
117;"Brandi Harmon";"mortonmatthew@example.org";"Port Harcourt";"Food";"2026-04-12";2;395.46;0;3071.49;31;3;"Mary";"Cash";"Average";7.77
181;"Malik George";"leemary@example.org";"Abuja";"Furniture";"2025-06-23";10;712.84;0;4094.1;22;5;"Chioma";"Transfer";"Excellent";5.74
182;"Brianna Sharp";"pearsonjasmine@example.net";"Enugu";"Fashion";"2023-10-09";5;997.15;5;4309.62;32;5;"No Rep";"Transfer";"Excellent";4.55
118;"Dale Morgan";"morenojames@example.net";"Lagos";"Other";"2024-01-24";5;45.59;0;4382.0;54;0;"Chioma";"Mobile Money";"No Rating";96.12
119;"Benjamin Peters";"smithcharles@example.org";"Unknown location";"Furniture";"2025-08-30";0;23.07;5;4479.57;68;2;"John";"Card";"Fair";204.39
183;"William Johnson";"keith67@example.org";"Kano";"Fashion";"2026-05-31";10;728.56;0;1968.77;20;3;"David";"Card";"Average";2.7
